population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
1,All Population,1,Deaths,179,Ethiopia,3,Both,34,2-4 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.00460102171815087,0.00745999506716817,0.002015196929690184
1,All Population,1,Deaths,179,Ethiopia,3,Both,34,2-4 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,1.1719206812287517,1.8380626053525113,0.505230837045569
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,6213.578663670285,8317.464717657698,4276.289434145038
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.011821853113937747,0.015947525531368863,0.008162234280552485
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,11.326354636279785,15.16140056578751,7.794987925668767
1,All Population,1,Deaths,179,Ethiopia,3,Both,39,0-14 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,2203.820769715603,2686.6162539690176,1718.8329144597226
1,All Population,1,Deaths,179,Ethiopia,3,Both,39,0-14 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.009466270342486028,0.0114492169279025,0.007342811650799859
1,All Population,1,Deaths,179,Ethiopia,3,Both,39,0-14 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,4.842605851674118,5.903485333951226,3.776908922900692
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,2683.6074273846034,3605.480575155389,1923.9748127430125
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.014571496819564787,0.019409979332589637,0.010386045744093348
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,29.3024436196978,39.36842259315493,21.007977135860354
1,All Population,1,Deaths,179,Ethiopia,3,Both,42,<28 days,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1567.4153456960023,1778.1735777813685,1337.053921253729
1,All Population,1,Deaths,179,Ethiopia,3,Both,42,<28 days,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.01606721342553115,0.01821501262219581,0.013687799008172827
1,All Population,1,Deaths,179,Ethiopia,3,Both,42,<28 days,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,570.8238612619174,647.5781358465415,486.93046430940524
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,6151.556373996526,8235.88053658376,4251.992765119268
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.012502990290989044,0.016903599340766056,0.008680367898827802
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,14.076602498433173,18.846160140568298,9.729832312649714
1,All Population,1,Deaths,179,Ethiopia,3,Both,158,<20 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,2274.032654926696,2782.643149815779,1768.5665718497005
1,All Population,1,Deaths,179,Ethiopia,3,Both,158,<20 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.008512071070721558,0.01036727491361728,0.006561921854086064
1,All Population,1,Deaths,179,Ethiopia,3,Both,158,<20 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,3.8833308382470193,4.751877213418807,3.0201541271086754
1,All Population,1,Deaths,179,Ethiopia,3,Both,159,10-24 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,203.67940844254673,332.55778276153023,83.31841919203663
1,All Population,1,Deaths,179,Ethiopia,3,Both,159,10-24 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.002366457904885207,0.003913630818133431,0.0009624294248451985
1,All Population,1,Deaths,179,Ethiopia,3,Both,159,10-24 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,0.5309393165199876,0.8668917650191181,0.21718947868912308
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,983.6518927307125,1406.556187795863,612.0686588613178
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.01897806591690511,0.026627929880642724,0.012426964590492359
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,327.45659103766604,468.2409475977702,203.75695710331203
1,All Population,1,Deaths,179,Ethiopia,3,Both,162,10-19 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,141.65711876878623,225.5699687396931,57.486250402652495
1,All Population,1,Deaths,179,Ethiopia,3,Both,162,10-19 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.0027053050972425195,0.004405330446199518,0.001114263187833852
1,All Population,1,Deaths,179,Ethiopia,3,Both,162,10-19 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,0.5207371713575533,0.8292041267367782,0.2113217301524377
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1483.1920564202583,2015.881981283282,978.4415663041465
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.005098734796350698,0.006945191483858525,0.0033566316869853233
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,1.988568224858218,2.7027645109692395,1.3118313304137743
1,All Population,1,Deaths,179,Ethiopia,3,Both,197,15-39 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,590.9925983512892,848.7732036189809,332.03757413385205
1,All Population,1,Deaths,179,Ethiopia,3,Both,197,15-39 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.003409389188418256,0.004842183075647454,0.0019214390713576594
1,All Population,1,Deaths,179,Ethiopia,3,Both,197,15-39 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,1.2263830771430024,1.761309864378439,0.6890192246558837
1,All Population,1,Deaths,179,Ethiopia,3,Both,228,55+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,4872.04372601881,6542.165368386513,3401.699251114572
1,All Population,1,Deaths,179,Ethiopia,3,Both,228,55+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.016975591615662856,0.022710977072366814,0.011766187174687644
1,All Population,1,Deaths,179,Ethiopia,3,Both,228,55+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,65.16270447664158,87.50027965899326,45.49711281017679
1,All Population,1,Deaths,179,Ethiopia,3,Both,231,60+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,4495.2414112643555,5998.098374670979,3109.871813163448
1,All Population,1,Deaths,179,Ethiopia,3,Both,231,60+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.017640937365001066,0.02370578500240579,0.012116944024568442
1,All Population,1,Deaths,179,Ethiopia,3,Both,231,60+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,86.25627867838885,115.09362848668268,59.67331789970416
1,All Population,1,Deaths,179,Ethiopia,3,Both,232,65-74 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1417.277699472233,1919.084966101187,997.641992500143
1,All Population,1,Deaths,179,Ethiopia,3,Both,232,65-74 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.01726270019414803,0.022802135244002153,0.012397544547743675
1,All Population,1,Deaths,179,Ethiopia,3,Both,232,65-74 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,64.76414877649569,87.69481401252267,45.588408292897654
1,All Population,1,Deaths,179,Ethiopia,3,Both,234,75+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,2512.2238878578582,3495.818894680876,1664.900169030066
1,All Population,1,Deaths,179,Ethiopia,3,Both,234,75+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.018526611830351286,0.025305100482469343,0.012694047465177442
1,All Population,1,Deaths,179,Ethiopia,3,Both,234,75+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,190.39349547066234,264.9370472542605,126.1775132078778
1,All Population,1,Deaths,179,Ethiopia,3,Both,235,95+ years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,115.2551963163095,174.24801120140145,63.260595337352186
1,All Population,1,Deaths,179,Ethiopia,3,Both,235,95+ years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.019957457995669357,0.029603005050038947,0.011644094510834277
1,All Population,1,Deaths,179,Ethiopia,3,Both,235,95+ years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,673.9177162371994,1018.8592403716667,369.8959986199008
1,All Population,1,Deaths,179,Ethiopia,3,Both,238,12-23 months,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,78.38119939939523,125.00269069855402,32.431820872856875
1,All Population,1,Deaths,179,Ethiopia,3,Both,238,12-23 months,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.005130884926419724,0.008132256768646338,0.002180423017199614
1,All Population,1,Deaths,179,Ethiopia,3,Both,238,12-23 months,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,2.344800408227655,3.739498277973357,0.9702090221246059
1,All Population,1,Deaths,179,Ethiopia,3,Both,243,75-84 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1528.5719951271446,2120.482362731691,1033.3969954841382
1,All Population,1,Deaths,179,Ethiopia,3,Both,243,75-84 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.01824357712142923,0.024560533628690283,0.012267448435158465
1,All Population,1,Deaths,179,Ethiopia,3,Both,243,75-84 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,149.9925138692687,208.07425572069127,101.40301776542903
1,All Population,1,Deaths,179,Ethiopia,3,Both,284,20-54 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,1341.5349376514725,1811.9947652909739,896.4310823726136
1,All Population,1,Deaths,179,Ethiopia,3,Both,284,20-54 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.005622798759276106,0.007674946710305324,0.003802548505940077
1,All Population,1,Deaths,179,Ethiopia,3,Both,284,20-54 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,2.8312735553577686,3.8241664211863173,1.8918937900830872
1,All Population,1,Deaths,179,Ethiopia,3,Both,388,1-5 months,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,178.08343835925257,283.99418547693574,78.49604492489833
1,All Population,1,Deaths,179,Ethiopia,3,Both,388,1-5 months,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.004975847177282983,0.00826131931947722,0.002267190207791881
1,All Population,1,Deaths,179,Ethiopia,3,Both,388,1-5 months,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,11.910054447992447,18.993266544641806,5.249742354601317
1,All Population,1,Deaths,179,Ethiopia,3,Both,389,6-11 months,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,75.37577320907126,124.84799149912017,32.38963524649504
1,All Population,1,Deaths,179,Ethiopia,3,Both,389,6-11 months,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.003964176056743215,0.0065956564447132646,0.0016881070359420335
1,All Population,1,Deaths,179,Ethiopia,3,Both,389,6-11 months,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,4.376686219844574,7.249285290299509,1.8807007107698461
1,All Population,1,Deaths,179,Ethiopia,3,Both,420,<70 years,294,All causes,86,Ambient particulate matter pollution,1,Number,2023,5207.6161071562665,6433.476303693706,3882.596367453857
1,All Population,1,Deaths,179,Ethiopia,3,Both,420,<70 years,294,All causes,86,Ambient particulate matter pollution,2,Percent,2023,0.008470528647404184,0.010672112511202841,0.006284522132473569
1,All Population,1,Deaths,179,Ethiopia,3,Both,420,<70 years,294,All causes,86,Ambient particulate matter pollution,3,Rate,2023,4.683359385171588,5.785810821342639,3.491730911454934
1,All Population,1,Deaths,179,Ethiopia,3,Both,10,25-29 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,1.434776263697359,3.015761062881124,0.35995416049950624
1,All Population,1,Deaths,179,Ethiopia,3,Both,10,25-29 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07277788491414429,0.0909063563783392,0.05799141248653193
1,All Population,1,Deaths,179,Ethiopia,3,Both,10,25-29 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.015151509313004585,0.03184700847523793,0.003801184165821561
1,All Population,1,Deaths,179,Ethiopia,3,Both,11,30-34 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,2.4457197810267504,5.0337902222517386,0.6429083722073174
1,All Population,1,Deaths,179,Ethiopia,3,Both,11,30-34 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08080075704363567,0.1035419437329799,0.06263515373363031
1,All Population,1,Deaths,179,Ethiopia,3,Both,11,30-34 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.03071950821502093,0.06322701451113757,0.008075262413438538
1,All Population,1,Deaths,179,Ethiopia,3,Both,12,35-39 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,1.9074955258645179,3.699474713499672,0.5209644531009837
1,All Population,1,Deaths,179,Ethiopia,3,Both,12,35-39 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08149062297902654,0.1040651004188748,0.0631128676139897
1,All Population,1,Deaths,179,Ethiopia,3,Both,12,35-39 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.029121307762821663,0.05647905341417417,0.00795344784117798
1,All Population,1,Deaths,179,Ethiopia,3,Both,13,40-44 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,3.3996983345751923,6.492232862366147,0.9479485754075129
1,All Population,1,Deaths,179,Ethiopia,3,Both,13,40-44 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08484121739661471,0.10613137055058001,0.06719029311180054
1,All Population,1,Deaths,179,Ethiopia,3,Both,13,40-44 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.06477224798103762,0.1236923031185257,0.0180606495509076
1,All Population,1,Deaths,179,Ethiopia,3,Both,14,45-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,7.374076330240834,14.44379643583845,2.265905838118747
1,All Population,1,Deaths,179,Ethiopia,3,Both,14,45-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08583262409758394,0.10805926467784611,0.06835518049218507
1,All Population,1,Deaths,179,Ethiopia,3,Both,14,45-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.184678295511514,0.36173421416141033,0.0567479382139365
1,All Population,1,Deaths,179,Ethiopia,3,Both,15,50-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,10.358629550551141,17.880047577252054,3.267555498310487
1,All Population,1,Deaths,179,Ethiopia,3,Both,15,50-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08154508572939105,0.10439171767486166,0.06353948998808012
1,All Population,1,Deaths,179,Ethiopia,3,Both,15,50-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.34516571762761283,0.595791115330474,0.10888005338528438
1,All Population,1,Deaths,179,Ethiopia,3,Both,16,55-59 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,17.03220455103508,30.37234383156211,5.5736630961115505
1,All Population,1,Deaths,179,Ethiopia,3,Both,16,55-59 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.0820661336086482,0.10380839925164961,0.06602686386103637
1,All Population,1,Deaths,179,Ethiopia,3,Both,16,55-59 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.7518934418519532,1.340799194384754,0.24605157344730477
1,All Population,1,Deaths,179,Ethiopia,3,Both,17,60-64 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,31.07634066873648,54.88209036926726,11.230938563590552
1,All Population,1,Deaths,179,Ethiopia,3,Both,17,60-64 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08106680711234812,0.10274496412730397,0.06238338331574563
1,All Population,1,Deaths,179,Ethiopia,3,Both,17,60-64 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,1.824117878582744,3.221466881307831,0.6592332104184929
1,All Population,1,Deaths,179,Ethiopia,3,Both,18,65-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,42.91422358783644,75.45727474095082,14.454974304939611
1,All Population,1,Deaths,179,Ethiopia,3,Both,18,65-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08210247223314605,0.10421100591194733,0.06471473631564625
1,All Population,1,Deaths,179,Ethiopia,3,Both,18,65-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,3.3432803807985105,5.878583023029419,1.1261308712654645
1,All Population,1,Deaths,179,Ethiopia,3,Both,19,70-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,47.77739354641603,90.52184109811967,14.19884770597995
1,All Population,1,Deaths,179,Ethiopia,3,Both,19,70-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08094976509467953,0.10340584017971459,0.06355040002890217
1,All Population,1,Deaths,179,Ethiopia,3,Both,19,70-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,5.280604046199643,10.004940933158732,1.5693299086047494
1,All Population,1,Deaths,179,Ethiopia,3,Both,20,75-79 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,47.13559772487666,84.53548143175553,15.613827412613833
1,All Population,1,Deaths,179,Ethiopia,3,Both,20,75-79 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07952001868246834,0.10001111681673791,0.06399659998694983
1,All Population,1,Deaths,179,Ethiopia,3,Both,20,75-79 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,7.57144946074639,13.579039116811737,2.5080684418907873
1,All Population,1,Deaths,179,Ethiopia,3,Both,21,80+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,80.34356835009541,144.06030968842492,24.611284613447594
1,All Population,1,Deaths,179,Ethiopia,3,Both,21,80+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07729987748406092,0.09801165808153814,0.06204717920474952
1,All Population,1,Deaths,179,Ethiopia,3,Both,21,80+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,11.527939411418894,20.670211141753853,3.5313019285466294
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,293.1997242149518,512.542760593002,96.4257764298251
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07913085476821016,0.10049813813199257,0.06275729762426745
1,All Population,1,Deaths,179,Ethiopia,3,Both,22,All ages,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.25851184666058413,0.4519048436630618,0.08501783416508256
1,All Population,1,Deaths,179,Ethiopia,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,16.561766235404658,31.294632427080067,4.868844191703672
1,All Population,1,Deaths,179,Ethiopia,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.06833079241109616,0.08803690363382802,0.053261709128816365
1,All Population,1,Deaths,179,Ethiopia,3,Both,24,15-49 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.028837419883085236,0.05449035100237742,0.008477652824330483
1,All Population,1,Deaths,179,Ethiopia,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,101.38139835815912,172.74210006271798,35.234163654733166
1,All Population,1,Deaths,179,Ethiopia,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08170812317348441,0.10393973922372768,0.06420713144120055
1,All Population,1,Deaths,179,Ethiopia,3,Both,25,50-69 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,1.2283391775254495,2.0929469562596665,0.4268978757972409
1,All Population,1,Deaths,179,Ethiopia,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,175.256559621388,310.3794311606826,55.78010189646639
1,All Population,1,Deaths,179,Ethiopia,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07884929280984868,0.0998784287095979,0.06316970766217021
1,All Population,1,Deaths,179,Ethiopia,3,Both,26,70+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,7.8793135915418056,13.954267251180966,2.5078029373616513
1,All Population,1,Deaths,179,Ethiopia,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07948053878116566,0.10127672455802897,0.06323645655982618
1,All Population,1,Deaths,179,Ethiopia,3,Both,27,Age-standardized,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.7141386460788015,1.253884132156188,0.23746927689704667
1,All Population,1,Deaths,179,Ethiopia,3,Both,30,80-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,39.9758848592127,71.3283958258302,12.208255827162422
1,All Population,1,Deaths,179,Ethiopia,3,Both,30,80-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07770293125390564,0.09872771365410378,0.06224310690904099
1,All Population,1,Deaths,179,Ethiopia,3,Both,30,80-84 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,10.080793441589329,17.987014605741937,3.078578640826299
1,All Population,1,Deaths,179,Ethiopia,3,Both,31,85-89 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,26.02909244386806,46.19325649950978,7.787543520281478
1,All Population,1,Deaths,179,Ethiopia,3,Both,31,85-89 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07703443126885635,0.09650974022041682,0.06100253352596622
1,All Population,1,Deaths,179,Ethiopia,3,Both,31,85-89 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,12.653863306791814,22.45653223218975,3.7858604334300905
1,All Population,1,Deaths,179,Ethiopia,3,Both,32,90-94 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,10.998747688229884,21.36864829545693,3.1727165811642237
1,All Population,1,Deaths,179,Ethiopia,3,Both,32,90-94 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.0776387456593679,0.09979459501361265,0.06190440384173864
1,All Population,1,Deaths,179,Ethiopia,3,Both,32,90-94 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,14.17574147310643,27.540993070537887,4.0891573565372346
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,293.1997242149518,512.542760593002,96.4257764298251
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07964673285719019,0.10109056102096171,0.06326958828055664
1,All Population,1,Deaths,179,Ethiopia,3,Both,37,20+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.5344559448703219,0.9342830254449703,0.17576868324021622
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,149.15879190457505,260.2099974298259,50.079229041206986
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.0814731972993408,0.10309544300819523,0.06398869234345733
1,All Population,1,Deaths,179,Ethiopia,3,Both,41,50-74 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,1.6286723033948671,2.8412459665906384,0.5468176047373837
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,293.1997242149518,512.542760593002,96.4257764298251
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.08005868856361291,0.10167386811443406,0.06367842331386935
1,All Population,1,Deaths,179,Ethiopia,3,Both,157,25+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.6709287405493981,1.172851269772232,0.22065104225381546
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,40.367683490882676,73.34878986985791,11.974994332626295
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.07692358927354322,0.09690497580378782,0.060931577248909886
1,All Population,1,Deaths,179,Ethiopia,3,Both,160,85+ years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,13.438355704593446,24.41772832952519,3.9864619290990237
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,26.920395785955783,48.83915553617942,8.18291106802919
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.0728985728274761,0.09553632447273205,0.057053750724346146
1,All Population,1,Deaths,179,Ethiopia,3,Both,169,10-54 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,3,Rate,2023,0.036093129968456546,0.0654803890081218,0.010971119260170007
1,All Population,1,Deaths,179,Ethiopia,3,Both,197,15-39 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,1,Number,2023,5.787993577733204,11.263959426355294,1.5651468481234219
1,All Population,1,Deaths,179,Ethiopia,3,Both,197,15-39 years,509,Chronic obstructive pulmonary disease,86,Ambient particulate matter pollution,2,Percent,2023,0.04979307028765132,0.0664786571819199,0.0365692338267963
